CNS,Dat. Instalação,Denominação,Tipo,Atribuições,Status,Situação jurídica da serventia,Data decisão,UF,Cidade,E-mail contato,Dat. ingresso responsável,Responsável,Substituto
00.384-8,04/08/1901,SERVIÇO NOTARIAL E REGISTRAL CARTÓRIO DO ÚNICO OFÍCIO,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,02/11/2025,AL,SAO JOSE DA LAJE,registrodeimoveiseanexos@gmail.com,2025-10-24,JOCIVAL JOSE DA SILVA,-
00.386-3,07/08/1924,SERVIÇO NOTARIAL E REGISTRAL DE COLONIA LEOPOLDINA,Privatizada,Notas / Protesto de Títulos / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,17/06/2025,AL,COLONIA LEOPOLDINA,colonia.registrodeimoveis@gmail.com,2025-06-16,LARISSA RODRIGUES,-
00.387-1,20/01/1827,SERVICO NOTARIAL E REGISTRAL DA COMARCA DE MARECHAL DEODORO/AL,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,01/03/2025,AL,MARECHAL DEODORO,contato@cartoriomarechal.com.br,2025-02-26,PEDRO JOSÉ ALCANTARA MENDONCA,NEWTON DE MOURA OMENA PEREIRA
00.388-9,12/11/1952,SERVIÇO NOTARIAL E REGISTRAL DE SAO BRAS,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,27/03/2025,AL,SAO BRAS,cartorioregistrosaobras@gmail.com,2025-02-19,FERNANDA SOARES ROSA,-
00.389-7,11/08/1960,SERVIÇO NOTARIAL E REGISTRAL DE TRAIPU/AL,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,30/05/2025,AL,TRAIPU,snrtraipu@gmail.com,2025-05-30,PEDRO LUÍS TEOBALDO DE FONTES,-
00.390-5,15/02/1954,SERVIÇO NOTARIAL E REGISTRAL DO 1º OFICIO DA COMARCA DE DELMIRO GOUVEIA - AL,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,31/01/2025,AL,DELMIRO GOUVEIA,cartoriodelmirogouveia@gmail.com,2025-01-28,CELSO MATHEUS PREISS,DJENAL PEREIRA DE SOUZA
00.391-3,21/08/1939,CARTÓRIO DO ÚNICO OFÍCIO,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,20/03/2025,AL,FEIRA GRANDE,cartoriodounicooficiodefgal@gmail.com,2025-03-07,FERNANDO PEREIRA JORGE,EMERSON NUNES SANTOS
00.392-1,06/07/1984,Serviço Notarial e Registral de Ouro Branco-AL,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,30/07/2025,AL,OURO BRANCO,jupbettarello@gmail.com,2025-07-23,JULIANA PAOLINI BETTARELLO,-
00.401-0,10/10/1899,Serviços Notariais e Registrais de Viçosa-AL,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,09/05/2012,AL,VICOSA,jbfpedrosa@hotmail.com,1965-05-05,JOãO BOSCO FERREIRA PEDROSA,ANA CLáUDIA COSTA PEDROSA
00.405-1,11/08/1960,"TABELIONATO DE NOTAS, PROTESTO E REGISTRO PUBLICOS DE IMÓVEIS, TITULOS, DOCUMENTOS E CIVIL DE PESSOAS JURÍDICAS DE IGACI - ALAGOAS",Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,31/01/2025,AL,IGACI,cartorioigacioficial@gmail.com,2025-01-28,CEFORA PATRICIA FARIAS DOS SANTOS FIDELIS,-
00.407-7,11/08/1960,"Único Ofício de Notas - Registro Geral de Imóveis e Hipoteca, Títulos e Documentos e Pessoas Jurídicas - Protesto de Títulos de Paulo Jacinto",Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,31/01/2025,AL,PAULO JACINTO,oficiounicodepaulojacinto@gmail.com,2025-01-28,FELLIPE FRANCISCO MARINHO DA SILVA,-
00.408-5,06/07/1984,ÚNICO OFÍCIO DE REGISTRO DE IMÓVEIS E NOTAS DE SENADOR RUI PALMEIRA,Privatizada,Notas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,01/08/2025,AL,SENADOR RUI PALMEIRA,cartoriodeimoveisruipalmeira@gmail.com,2025-08-01,SIMONE SILVA PAZ,-
00.409-3,11/08/1960,ÚNICO OFÍCIO NOTARIAL E REGISTRAL DE CAMPO ALEGRE,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,31/01/2025,AL,CAMPO ALEGRE,cartoriocampoalegre@hotmail.com,2025-01-28,MAITÊ CAURIO FELKER,STEPHANIE FIDELIS GUIMARãES ROLIM
00.410-1,12/03/1963,Único Ofício Notarial e Registral,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,AL,BOCA DA MATA,cartoriobocadamata@gmail.com,1988-10-11,PEDRO JORGE GUIMARÃES ALMEIDA,LíBIA MáRCIA GUIMARãES ALMEIDA
00.411-9,18/07/1917,Único Serviço Notarial e Registral,Privatizada,Registro de Imóveis,Ativo,VAGO,24/03/2025,AL,POCO DAS TRINCHEIRAS,cartoriopoco@gmail.com,2025-03-13,MARA OLINDA DE QUEIROZ,-
00.415-0,02/01/1911,2º Ofício de Registro de Imóveis e Protesto de Letras,Privatizada,Protesto de Títulos / Registro de Imóveis,Ativo,PROVIDO,12/07/2010,AM,MANAUS,cartorio@2rimanaus.com.br,2024-07-23,DAVID GOMES DAVID,ANA PAULA MOTA DA SILVA
00.417-6,25/07/1975,4º OFÍCIO DO REGISTRO DE IMÓVEIS E PROTESTO DE TÍTULOS,Privatizada,Protesto de Títulos / Registro de Imóveis,Ativo,PROVIDO,12/07/2010,AM,MANAUS,imovel4.manaus@yahoo.com.br,1988-09-14,STANLEY QUEIROZ FORTES,MARIA APARECIDA QUEIROZ FORTES
00.422-6,18/01/1929,Cartório 2º Oficio da Comarca de Itacoatiara,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,AM,ITACOATIARA,cartorio02ita@gmail.com,2024-07-03,JHOSELITO BARBOSA ARISTÓTELES,CINTIA IMAY ARISTOTELES
00.426-7,29/06/1989,CARTÓRIO DO EXTRAJUDICIAL DA 2ª VARA DA COMARCA DE TABATINGA,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,08/01/2026,AM,TABATINGA,cartoriounicotbt@gmail.com,-,ELCY GOMES PESSOA,-
00.427-5,23/03/1924,Cartório Extrajudicial da Comarca de Benjamin Constant,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,04/02/2025,AM,BENJAMIN CONSTANT,cartoriobenjaminconstant@gmail.com,2025-02-04,MARIANA ALMEIDA DE LIMA,LUZIETE OLIVEIRA COELHO
00.428-3,07/04/1953,Cartorio Extrajudicial da Comarca de São Gabriel da Cachoeira,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,27/03/2025,AM,SAO GABRIEL DA CACHOEIRA,extrajudicialsgc@gmail.com,"2016-06-08, 2021-04-29",LETíCIA CAMARGO CARVALHO,-
00.429-1,15/07/1993,CARTÓRIO EXTRAJUDICIAL DE CAREIRO DA VÁRZEA,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,17/12/2020,AM,CAREIRO DA VARZEA,contato@cartoriocareirodavarzea.com.br,2024-07-30,ANA PAULA BATISTA GARCIA MOREIRA,LUIZ ALBERTO PINTO DA COSTA
00.430-9,27/06/1989,CARTÓRIO JUDICIAL E ANEXOS DE ATALAIA DO NORTE,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,15/12/2020,AM,ATALAIA DO NORTE,cartorio.almeidadelima@gmail.com,2024-03-21,MARIANA ALMEIDA DE LIMA,RIZONETE GOMES DE SOUZA
00.431-7,01/05/1976,Cartório Extrajudicial de Barreirinha-AM,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,03/07/2025,AM,BARREIRINHA,crasslan@hotmail.com,2025-02-06,CARIME DE SOUZA RASSLAN,RITA DE CáSSIA IZEL CABRAL NASCIMENTO
00.432-5,29/01/1988,ÚNICO OFÍCIO EXTRAJUDICIAL DA COMARCA DE TAPAUÁ,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO - SUB JUDICE,11/01/2016,AM,TAPAUÁ,cartoriomarquestapaua@gmail.com,2024-06-03,RAIMUNDO HÉLIO MARQUES DE SOUZA,GEVAN OSMÃ DE CASTRO
00.433-3,03/11/1899,1 OFICIO DE REGISTRO DE IMÓVEIS E PROTESTOS DE LETRAS,Privatizada,Protesto de Títulos / Registro de Imóveis,Ativo,PROVIDO,30/01/2022,AM,MANAUS,financeiro@1rimanaus.com.br,2024-07-24,JOSÉ CARLOS DE OLIVEIRA,JOSÉ CARLOS DE OLIVEIRA JUNIOR
00.436-6,12/03/1901,Cartório do Ofício Único da Comarca de Manicoré,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,AM,MANICORE,tmiannuzzi@hotmail.com,2024-07-04,MARIA DINELLI IANNUZZI,-
00.437-4,11/06/1911,SERVENTIA EXTRAJUDICIAL DO OFÍCIO ÚNICO DA COMARCA DE BARCELOS-AM,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,30/04/2021,AM,BARCELOS,cartorio.barcelos@hotmail.com,2024-07-11,GEIZA ELEM SOUZA DE MATOS,GABRIEL CORDOVIL DE MENEZES
00.438-2,05/10/1895,Cartório do 1º Oficio de Maués,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,AM,MAUES,cartorio1oficio.maues@hotmail.com,2024-07-26,CLAUDETE DO CARMO ANDRADE,JENISE DELISE ALVES MENDES
00.440-8,12/12/1983,CARTORIO UNICO DE HUMAITA,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,05/06/2017,AM,HUMAITA,cartorio2o.humaita@gmail.com,2024-02-05,PEDRO PAULO ALENCAR DA SILVA,PAULO HENRIQUE BARROS DA SILVA
00.441-6,02/04/1908,Cartorio 1º Ofício de  Itacoatiara,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,AM,ITACOATIARA,cartorio_nascimento@hotmail.com,2024-07-12,ALBINO RODRIGUES DO NASCIMENTO,VICTOR FIGUEIREDO DE MENEZES DO NASCIMENTO
00.442-4,04/12/1967,Cartório do 2º Ofício Extrajudicial de Coari,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,08/06/2021,AM,COARI,2registrocoariam@gmail.com,2024-07-17,TAIS BATISTA FERNANDES,-
00.446-5,23/01/1997,CARTÓRIO DO 5° OFICIO DE REGISTRO DE IMÓVEIS DA COMARCA DA CAPITAL,Privatizada,Registro de Imóveis,Ativo,PROVIDO,12/07/2010,AM,MANAUS,contato@cartorio5rimanaus.com.br,2005-10-11,HOLOFERNES GONÇALVES LEITE,DEUZIMAR DE ARRUDA FERREIRA
00.454-9,15/07/1989,CARTÓRIO EXTRAJUDICIAL DE JUTAI,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,03/02/2025,AM,JUTAI,cartoriounicodejutai@gmail.com,2025-01-27,THAíS ANSELMO GUIMARãES,BRIAN COSTA DE SOUZA
00.455-6,15/12/1989,TABELIONATO DE NOTAS E REGISTROS PÚBLICOS DA COMARCA DE PRESIDENTE FIGUEIREDO/AM,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,05/03/2021,AM,PRESIDENTE FIGUEIREDO,cartorioextrapf@hotmail.com,2020-12-15,SéRGIO LUIZ BARBOSA SILVA,KENIA SOUZA BARBOSA
00.456-4,29/03/1990,Cartório Extrajudicial da Comarca de Beruri/AM,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,25/11/2020,AM,BERURI,cartorioextrajudicialdeberuri@hotmail.com,2020-11-12,LAíS BUGANEME BELO,ELIZAN SILVA DE LIMA
00.457-2,01/11/1989,CARTÓRIO EXTRAJUDICIAL DE IPIXUNA/AM,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,03/05/2024,AM,IPIXUNA,cartorio.ipixuna.am@gmail.com,2024-04-26,WANDERLENE LIMA FERREIRA LUNGAREZE,CLÉLIA MARIA QUINTO MARTINS
00.458-0,10/04/1990,Cartório Extrajudicial de Rio Preto da Eva,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,12/02/2025,AM,RIO PRETO DA EVA,cartorio_rpe@hotmail.com,2025-02-12,NATHALIE MOREIRA GARCIA DE LIMA RAPOSO,TACIELE SOARES PINTO DOS REIS
00.461-4,02/04/1998,CARTÓRIO DE NOTAS E REGISTROS DE OFÍCIO ÚNICO DE ALVARÃES,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,18/11/2020,AM,ALVARAES,cartorioalvaraes@yahoo.com,2020-11-16,JEAN CLAUDIO LUCAS DOS SANTOS,SANDERLEY PRAIA MORAES
00.462-2,27/03/1990,Cartório Marcel - Ofício Único de Anamã,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,10/06/2021,AM,ANAMA,contato@cartoriomarcel.com.br,2024-07-30,KENNY MARCEL OLIVEIRA DOS SANTOS,HIEL NUNES E NUNES
00.463-0,29/05/1982,Cartório Extrajudicial da Comarca de Anori,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,16/09/2025,AM,ANORI,cartorioanori@gmail.com,2021-01-13,MATHEUS ARAúJO MUNIZ,-
00.464-8,05/05/1977,CARTÓRIO AUTAZES,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,23/05/2024,AM,AUTAZES,c.autazes@hotmail.com,2024-05-23,JOSÉ SONILSON DA SILVA MAUÉS,ANDRé FELIPE ALVES PINTO
00.465-5,01/07/1920,CARTÓRIO EXTRAJUDICIAL DE BORBA,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,17/11/2020,AM,BORBA,cartorioextrajudicialdeborba@gmail.com,2020-11-16,ANDERSON CARLOS DA SILVA,LUANDA DO ROSáRIO LABORDA DIAS
00.466-3,26/03/2008,CARTORIO EXTRAJUDICIAL DA COMARCA DE CANUTAMA/AM - CARTÓRIO MOTA,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,13/12/2021,AM,CANUTAMA,cartorioextrajudicialcanutama1@gmail.com,2024-02-29,FABIANA SOUZA MOTA,RAIMUNDO DE JESUS ALMEIDA DA SILVA
00.467-1,07/03/1992,Cartório Extrajudicial da Comarca de Carauri - Amazonas,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,11/06/2021,AM,CARAUARI,cartoriocarauari@gmail.com,2020-11-18,JOAQUIM MARTINS FERREIRA NETO,-
00.469-7,15/10/2007,Cartório  da Comarca de Guajará - Ofício Único,Oficializada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,05/02/2024,AM,GUAJARA,cartorioguajara@gmail.com,2024-07-15,PATRICIA DA SILVA DIAS AMARAL,MARIA JAQUELINE PAULA ROGÉRIO
00.471-3,03/05/1976,CARTÓRIO EXTRAJUDICIAL DA COMARCA DE ITAPIRANGA/AM,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,18/05/2021,AM,ITAPIRANGA,contato@cartorioitapiranga.com.br,2021-05-12,LILIAN GONÇALVES CEZAR RODRIGUES,LECILENE DE CASTRO LOPES MARTINS
00.472-1,16/10/2007,Ofício Único da Comarca de Lábrea,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,SOB INTERVENÇÃO,16/04/2025,AM,LABREA,cartorioextralabrea@gmail.com,2025-04-16,THAIS VIEIRA SOARES,PAULO RICARDO FURTADO DE MELO
00.473-9,02/12/1993,Tabelionato e Registros Públicos de Manaquiri/AM,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,03/02/2021,AM,MANAQUIRI,contato@cartoriomanaquiri.com.br,2021-02-01,SILVANA MARTINS DA SILVA LIMA,YAMILLE MARQUES PINHEIRO
00.474-7,28/05/1976,CARTÓRIO DO JUDICIAL E ANEXOS DA COMARCA DE NHAMUNDÁ,Oficializada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,20/08/2020,AM,NHAMUNDA,jorgereistavares2@hotmail.com,2024-07-10,JORGE REIS SILVA TAVARES,LUCINEIDE COELHO DOS SANTOS
00.475-4,30/04/1973,CARTÓRIO LINS - OFÍCIO ÚNICO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,16/09/2025,AM,NOVA OLINDA DO NORTE,cartoriorcnon@gmail.com,2025-02-03,DIOGO DE OLIVEIRA LINS,ANTÔNIO WALLESON REIS LOPES
00.476-2,28/11/1983,CARTORIO NOTARIAL E REGISTRAL DA COMARCA DE NOVO AIRAO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,19/03/2025,AM,NOVO AIRAO,novoairaocartorioextra@gmail.com,2025-03-17,ANA PAULA BATISTA GARCIA MOREIRA,MARCIA GOMES DIEB
00.477-0,19/10/2020,CARTÓRIO EXTRAJUDICIAL DA COMARCA DE NOVO ARIPUANÃ-AM,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,16/11/2020,AM,NOVO ARIPUANA,cartoriogarciadelima@gmail.com,2024-07-11,NATHALIE MOREIRA GARCIA DE LIMA RAPOSO,MAB VALENTE DE MENEZES
00.478-8,14/07/1989,Cartório Extrajudicial de Santo Antônio do Içá,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,07/12/2020,AM,SANTO ANTONIO DO ICA,cartoriosantoantoniodoica@gmail.com,2024-07-25,PAULO ROBERTO ESPINDOLA AMORIM,-
00.479-6,20/10/1990,Cartório S.S. Uatumã.,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,24/03/2021,AM,SAO SEBASTIAO DO UATUMA,cartorioextrajudicial_ssu@hotmail.com,2020-11-06,WENDELL DE ARAUJO LIMA,JIMES PIRES TEIXEIRA
00.480-4,03/05/1976,Cartório Extrajudicial da Comarca de Silves,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,SOB INTERVENÇÃO,23/04/2025,AM,SILVES,extrajudicial.silvesam@hotmail.com,2025-04-22,PAULO ROBERTO ESPINDOLA AMORIM,-
